episode,timestep,reward
8,2000,-123.4507
18,4000,-238.738
28,6000,-243.1874
36,8000,-136.5136
46,10000,-172.3368
55,12000,-258.3155
64,14000,-230.0375
74,16000,-165.6611
83,18000,-112.4437
